statement,source,veracity,date
"When a Gallup poll asked about presidential candidate characteristics, ""When they get to the question on, 'Would you vote for a socialist,' it is even less popular than voting for atheists.""",Jennifer Granholm,1,2016-01-29
"""I never once asked that (Megyn Kelly) be removed"" as a debate moderator.",Donald Trump,0,2016-01-29
"""Last year, there were an additional 81,000 pages of government regulations. If you stack that up, it would be a three-story building.""",Ben Carson,0,2016-01-29
"""A third of the budget for the city of Ferguson (Missouri) was being reaped by civil fines.""",Rand Paul,0,2016-01-28
"Neighbors of the San Bernardino shooters ""knew that they were talking about trying to take our country and attack it.""",Chris Christie,0,2016-01-28
"""I have not insulted Donald personally.""",Ted Cruz,0,2016-01-28
"""Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.""",Ted Cruz,0,2016-01-28
"""I am the only candidate on either side who has laid out a specific plan about what I would do to defeat ISIS.""",Hillary Clinton,0,2016-01-27
"""A lot of student loans are already refinanced by the federal government.""",Dale Kooyenga,0,2016-01-27
Says Mexico can afford to build a wall because the country's trade deficit with America is billions of dollars.,Donald Trump,0,2016-01-26
"Under Ted Cruz’s tax plan, ""businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.""",Marco Rubio,1,2016-01-26
Says his views on reparations for slavery are the same as Barack Obama's and Hillary Clinton's.,Bernie Sanders,1,2016-01-26
"""Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.""",Virginia Center for Public Safety,1,2016-01-26
"""Anyone can die of a toothache.""",John Cortes,1,2016-01-26
"""Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.""",Bernie Sanders,0,2016-01-26
"""In 40 years of broadcast, I have never endorsed any candidate.""",Glenn Beck,1,2016-01-26
"""Fifty years ago, the average GM employee could pay for a year of a son or daughter’s college tuition on just two weeks wages.""",Martin O'Malley,1,2016-01-25
"Martin Luther King Jr. ""was a Republican.""",Philip Van Cleave,0,2016-01-25
"""Two million new jobs have been created,"" in California since 2011.",Jerry Brown,1,2016-01-25
"Says Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",Bernie Sanders,1,2016-01-24
Texas has the sixth-highest property taxes in the nation.,Jeff Judson,1,2016-01-22
"""Blue Cross Blue Shield cancelled all their individual (health care) policies in the state of Texas, effective Dec. 31.""",Ted Cruz,0,2016-01-22
"""According to the most recent report, Wisconsin’s high school graduation rates are also up again -- to third best in the country.""",Scott Walker,1,2016-01-22
"Under Barack Obama, ""the fewest number of adults are working since Jimmy Carter’s presidency.""",Roger Williams,0,2016-01-22
"""Donald Trump is appealing as much to Democrats as he is to Republicans.""",Mike  Rogers,0,2016-01-21
"China has ""total control, just about, of North Korea.""",Donald Trump,0,2016-01-21
"""I have a D-minus voting record from the NRA.""",Bernie Sanders,1,2016-01-20
"The United States has a ""record number of abortions year after year after year.""",Carly Fiorina,0,2016-01-20
"Says the Democratic Party created a debate schedule ""to maximize the opportunity for voters to see our candidates.""",Debbie Wasserman Schultz,0,2016-01-20
"""Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor.""",Hillary Clinton,0,2016-01-20
"Says his much-discussed boots are ""made in Wisconsin.""",Marco Rubio,0,2016-01-19
"""Today, if you were raised poor, you’re just as likely to stay poor as you were 50 years ago.""",Paul Ryan,1,2016-01-19
"More than 100,000 women in Texas ""have attempted to self-induce abortion in the past year alone.""",Tarina Keene,0,2016-01-19
"""Very little of (the defense) budget — less than 10 percent — actually goes into fighting ISIS and international terrorism.""",Bernie Sanders,0,2016-01-18
"""I helped write"" the Affordable Care Act.",Bernie Sanders,0,2016-01-18
"""We now have driven (health care) costs down to the lowest they've been in 50 years.""",Hillary Clinton,0,2016-01-18
"Says Virginia Del. Mark Cole ""wants schools to check children’s genitals before using bathroom.""",Occupy Democrats,0,2016-01-18
"Says Bernie Sanders ""voted for what we call the 'Charleston Loophole.'""",Hillary Clinton,1,2016-01-17
"Says Bernie Sanders ""has reversed his position on immunity"" for gun manufacturers and sellers.",Hillary Clinton,1,2016-01-17
"Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was ""no longer under the command of someone weak.""",Marco Rubio,0,2016-01-17
"Boston is just 60 minutes away and it’s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",David Sweetser,1,2016-01-17
"""In Houston, Texas, today, there are no homeless veterans.""",Jeb Bush,0,2016-01-15
"Wisconsin dropped ""from second in the country to 41st"" among states where more than half the students took the ACT exam.",Democratic Party of Wisconsin,0,2016-01-15
"""California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, 'Give me your guns, I'm rounding 'em up,' she would.""",Ted Cruz,0,2016-01-15
"Says Sen. Ted Cruz used to be ""in favor of birthright citizenship"" but is now against it.",Marco Rubio,0,2016-01-15
"Says Marco Rubio ""knows full well I voted for his amendment to increase military spending to $697 billion.""",Ted Cruz,1,2016-01-15
"""I didn’t support Sonia Sotomayor.""",Chris Christie,0,2016-01-15
"""We have the lowest percentage of Americans working today of any year since 1977.""",Ted Cruz,1,2016-01-14
"Among Syrian refugees and migrants coming into Europe, ""there look like very few women. Very few children.""",Donald Trump,0,2016-01-14
"""The United States of America, right now, has the strongest, most durable economy in the world.""",Barack Obama,1,2016-01-14
"Says Chris Christie ""instituted an Internet sales tax.""",Conservative Solutions PAC,0,2016-01-14
"Says Bernie Sanders’ health care plan would ""empower Republican governors to take away Medicaid, to take away health insurance for low-income and middle-income working Americans.""",Chelsea Clinton,0,2016-01-14
"Until the new Iran deal, China and Russia ""have never voted with us at the U.N. on any sanctions on Iran in the past.""",Nancy  Pelosi,0,2016-01-13
"""We spend more on our military than the next eight nations combined.""",Barack Obama,1,2016-01-13
"The economy is ""too weak to raise income levels.""",Nikki Haley,1,2016-01-12
"""Our businesses have created jobs every single month since (Obamacare) became law.""",Barack Obama,1,2016-01-12
"We have cut ""our deficits by almost three-quarters.""",Barack Obama,1,2016-01-12
"Medicaid expansion ""could cost the Commonwealth of Virginia over $1 billion a year...""",Steven Landes,0,2016-01-11
"""We are taking Virginia’s investment in public education to the highest level in the commonwealth’s history.""",Terry McAuliffe,0,2016-01-11
"""We get practically nothing compared to the cost of"" keeping U.S. military forces in South Korea.",Donald Trump,0,2016-01-10
"The five Guantanamo detainees swapped for Bowe Bergdahl are ""back on the battlefield.""",Donald Trump,0,2016-01-10
"""Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.""",Nicholas Mattiello,1,2016-01-10
"Under Scott Walker, Wisconsin ""moved from 16th to third in percentage of people with student loan debt.""",Scot Ross,0,2016-01-08
"""When we held recent economic dialogues with China, we agreed on over 100 different things  —  including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity.""",Carly Fiorina,0,2016-01-07
"""Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.""",Hillary Clinton,1,2016-01-07
"Canadian-born Ted Cruz ""has had a double passport.""",Donald Trump,0,2016-01-06
"""A violent felon can buy (a gun) over the Internet with no background check, no questions asked.""",Barack Obama,1,2016-01-05
"""The 90 percent statistic of supporting background checks, that's been debunked.""",Laura Ingraham,0,2016-01-05
"A Trump television ad shows Mexicans swarming over ""our southern border.""",Donald Trump,0,2016-01-04
"""Everywhere that we have more citizens carrying guns, crime is less. There's a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.""",Dan Patrick,0,2016-01-03
"""Both Cruz and Rubio are missing the vast majority of their votes.""",Rand Paul,0,2016-01-03
"""Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent""",My City Bikes,0,2016-01-03
"""More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress.""",Cecile Richards,1,2016-01-02
"Guantanamo has ""never been a key component of ISIS or al-Qaida propaganda.""",Stephen Hayes,1,2015-12-30
"Says U.S. Rep. Ted Yoho said ""African Americans should only be given three-fifths of a vote.""",Viral image,0,2015-12-30
"By the end of 2015, more than 1,300 people will have died on Georgia roads. One of out evey four fatalities resulted from drunken driving.",State Public Service Announcement,1,2015-12-30
"""91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.""",Patrick Murphy,1,2015-12-29
"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border.",Ted Cruz,0,2015-12-29
"Forty percent of illegal immigrants are ""people coming legally on visas and overstaying their visas.""",Ted Cruz,1,2015-12-28
"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",Scott Walker,1,2015-12-23
"""We didn't go out and take"" information from the Hillary Clinton campaign.",Bernie Sanders,0,2015-12-22
"""The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.""",Ted Cruz,0,2015-12-22
"Says Bernie Sanders ""voted for regime change with respect to Libya.""",Hillary Clinton,1,2015-12-22
"The only budget Ted Cruz ""ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.""",Marco Rubio,0,2015-12-22
"""Only nine"" coalition nations with the U.S. ""are truly actively involved"" in fighting the Islamic State.",Rob Wittman,1,2015-12-22
